-0.053924,-0.00023339,-0.10869,0.10775,-0.11412,0.0068663,-0.021887,0.048298,-0.090022,-0.043328,0.014372,-0.10954,-0.11011,-0.11768,0.05652,-0.10323,-0.026833,-0.040716,0.017376,0.0018301,-0.044248,0.053935,-0.05147,-0.076659,0.10731,0.030978
-0.010837,0.076695,0.022433,0.071325,0.11938,-0.11125,-0.016332,0.050428,-0.040688,0.063216,-0.0074956,-0.11862,0.041969,0.095844,0.038214,0.030431,-0.096003,-0.11965,-0.038216,-0.01084,-0.10551,-0.0095129,0.11646,0.0084813,0.082212,-0.026405
0.023113,-0.074102,0.039649,0.10139,0.081335,-0.069437,0.11812,0.026367,-0.11287,0.06558,0.11656,0.0011159,0.11019,0.083859,0.003982,0.091114,0.009868,-0.035774,0.11223,-0.035249,0.099334,0.077271,0.039189,0.08133,-0.039843,0.027945
0.046305,-0.085427,-0.11097,0.038858,0.024472,0.043628,0.015256,-0.023734,0.071879,0.058789,0.065892,0.014212,0.082333,0.10944,0.11284,-0.061491,0.061062,0.11129,0.097819,0.10403,0.088592,0.026445,-0.052913,0.016759,0.075032,0.0040704
0.022539,0.07363,0.042982,-0.11907,0.06489,0.067918,-0.0012661,-0.070909,-0.037525,0.11451,0.078245,0.082583,0.060659,0.098804,-0.037072,0.052976,-0.11639,-0.063299,-0.10193,0.022869,-0.097433,-0.11819,-0.021247,-0.09456,-0.10911,-0.10508
0.10047,-0.063514,0.081766,-0.028554,-0.022203,-0.058354,0.10597,-0.10613,-0.038738,0.070928,-0.10443,-0.036666,-0.088654,0.094814,0.10468,0.10678,-0.0020018,0.075689,-0.0010386,-0.062441,-0.01729,-0.098401,0.060378,-0.038872,0.0090128,-0.077789
0.050928,0.074202,-0.061742,0.011066,0.10266,-0.11344,-0.11552,-0.09704,0.063778,0.078299,0.10566,-0.048204,0.04381,0.038223,0.028208,-0.097479,0.031704,-0.075416,0.037518,-0.014762,0.1013,-0.042063,-0.075865,0.086889,0.10833,0.068518
-0.031236,0.02177,-0.09178,-0.11274,-0.024679,0.023219,-0.10969,-0.090959,0.063026,0.071104,-0.10376,0.062898,-0.068819,-0.0058,-0.0047346,-0.028413,0.069423,-0.076849,-0.023977,0.042912,0.10041,0.095387,-0.094034,-0.009342,0.07565,-0.1124
-0.11185,0.038204,0.073915,0.03442,0.10809,-0.039729,-0.089472,-0.084469,-0.032003,0.03774,-0.028386,0.095464,0.092462,-0.098828,-0.044885,-0.10419,0.0011306,0.078448,0.030079,-0.062953,-0.041483,0.0049794,-0.054447,0.070119,-0.044453,-0.02652
-0.10009,-0.010441,-0.034235,0.014386,-0.089585,0.028041,0.06341,0.09767,0.10963,-0.033159,0.0070769,0.040496,-0.072499,-0.088535,-0.11018,-0.057507,0.053502,0.10649,-0.10873,0.11546,0.089062,-0.011856,-0.054435,0.047522,0.017836,-0.094765
